城市,名称,上牌时间,品牌,表显里程,排量,变速箱,原价,售价,排放标准,过户次数,使用性质,产权性质,看车方式,异常点,车长/宽/高,轴距,行李箱容积,整备质量,进气形式,气缸数,最大马力,最大扭矩,燃料类型,燃油标号,供油方式,车龄
南宁,现代ix35 2012款 2.0L 自动四驱尊贵版GLS,2012,现代ix35,9.26,2,自动,,7.5,国五,2,非运营使用性质,私户产权性质,到店服务看车方式,0,4420/1820/1690,2640,465-1436,1505,自然吸气,4缸,165,199,汽油,92号,多点电喷,9
南宁,现代ix35 2012款 2.0L 自动四驱尊贵版GLS,2012,现代ix35,9.26,2,自动,23.42,7.5,国五,2,非运营使用性质,私户产权性质,到店服务看车方式,0,4420/1820/1690,2640,465-1436,1505,自然吸气,4缸,165,199,汽油,92号,多点电喷,9
厦门,现代ix35 2012款 2.0L 自动两驱精英版GLS,2012,现代ix35,12.85,2,自动,,5.7,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4420/1820/1690,2640,465-1436,1423,自然吸气,4缸,165,199,汽油,92号,多点电喷,9
厦门,现代ix35 2012款 2.0L 自动两驱精英版GLS,2012,现代ix35,12.85,2,自动,21.25,5.7,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4420/1820/1690,2640,465-1436,1423,自然吸气,4缸,165,199,汽油,92号,多点电喷,9
深圳,现代ix35 2013款 2.0L 自动两驱智能型GLS 国IV,2013,现代ix35,6.3,2,自动,21.36,7.18,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4420/1820/1690,2640,465-1436,1423,自然吸气,4缸,165,199,汽油,92号,多点电喷,8
深圳,现代ix35 2013款 2.0L 自动两驱智能型GLS 国IV,2013,现代ix35,6.3,2,自动,,7.18,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4420/1820/1690,2640,465-1436,1423,自然吸气,4缸,165,199,汽油,92号,多点电喷,8
苏州,现代ix35 2013款 2.4L 自动两驱领先型GLX 国IV,2013,现代ix35,13.5,2.4,自动,,7.4,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4420/1820/1690,2640,465-1436,1481,自然吸气,4缸,174,226,汽油,92号,多点电喷,8
苏州,现代ix35 2013款 2.4L 自动两驱领先型GLX 国IV,2013,现代ix35,13.5,2.4,自动,23.21,7.4,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4420/1820/1690,2640,465-1436,1481,自然吸气,4缸,174,226,汽油,92号,多点电喷,8
武汉,现代ix35 2015款 2.0L 自动两驱智能型 国IV,2015,现代ix35,3.12,2,自动,14.86,7.9,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4420/1820/1690,2640,465-1436,1423,自然吸气,4缸,165,199,汽油,92号,多点电喷,6
盐城,现代ix35 2013款 2.0L 自动两驱智能型GLS 国IV,2013,现代ix35,8.67,2,自动,,7.6,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4420/1820/1690,2640,465-1436,1423,自然吸气,4缸,165,199,汽油,92号,多点电喷,8
盐城,现代ix35 2013款 2.0L 自动两驱智能型GLS 国IV,2013,现代ix35,8.67,2,自动,21.36,7.6,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4420/1820/1690,2640,465-1436,1423,自然吸气,4缸,165,199,汽油,92号,多点电喷,8
郑州,现代ix35 2010款 2.0L 自动两驱精英版GLS,2010,现代ix35,9.98,2,自动,,5.59,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4420/1820/1690,2640,465-1436,-,自然吸气,4缸,163,194,汽油,92号,多点电喷,11
郑州,现代ix35 2010款 2.0L 自动两驱精英版GLS,2010,现代ix35,9.98,2,自动,21.25,5.59,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4420/1820/1690,2640,465-1436,-,自然吸气,4缸,163,194,汽油,92号,多点电喷,11
洛阳,现代ix35 2013款 2.0L 自动两驱智能型GLS 国IV,2013,现代ix35,6.54,2,自动,21.36,7.3,国四,2,非运营使用性质,私户产权性质,到店服务看车方式,0,4420/1820/1690,2640,465-1436,1423,自然吸气,4缸,165,199,汽油,92号,多点电喷,8
广州,现代ix35 2013款 2.0L 自动两驱智能型GLS 国IV,2013,现代ix35,10.36,2,自动,21.36,7.18,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4420/1820/1690,2640,465-1436,1423,自然吸气,4缸,165,199,汽油,92号,多点电喷,8
南昌,现代ix35 2010款 2.0L 自动两驱精英版GLS,2010,现代ix35,11.37,2,自动,21.25,5.65,国四,2,非运营使用性质,私户产权性质,到店服务看车方式,0,4420/1820/1690,2640,465-1436,-,自然吸气,4缸,163,194,汽油,92号,多点电喷,11
邯郸,现代ix35 2010款 2.0L 自动两驱精英版GLS,2010,现代ix35,7.78,2,自动,21.25,5.98,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4420/1820/1690,2640,465-1436,-,自然吸气,4缸,163,194,汽油,92号,多点电喷,11
包头,现代ix35 2015款 2.0L 自动两驱智能型 国IV,2015,现代ix35,8.26,2,自动,19.19,7.5,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4420/1820/1690,2640,465-1436,1423,自然吸气,4缸,165,199,汽油,92号,多点电喷,6
武汉,现代ix35 2015款 2.0L 自动两驱智能型 国IV,2015,现代ix35,3.12,2,自动,19.19,7.9,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4420/1820/1690,2640,465-1436,1423,自然吸气,4缸,165,199,汽油,92号,多点电喷,6
德阳,现代ix35 2015款 2.0L 自动两驱智能型 国IV,2015,现代ix35,6.93,2,自动,19.19,8.48,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4420/1820/1690,2640,465-1436,1423,自然吸气,4缸,165,199,汽油,92号,多点电喷,6
洛阳,新宝骏RC-5 2020款 1.5L 手动智耀精英型,2020,新宝骏RC-5,0.08,1.5,手动,14.53,5.78,国六,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4650/1806/1458,2700,-,1250,自然吸气,4缸,99,143,汽油,92号,多点电喷,1
洛阳,新宝骏RC-5 2020款 1.5L 手动智耀精英型,2020,新宝骏RC-5,0.08,1.5,手动,6.49,5.78,国六,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4650/1806/1458,2700,-,1250,自然吸气,4缸,99,143,汽油,92号,多点电喷,1
成都,新宝骏RM-5 2019款 1.5T CVT 24小时在线尊贵型 6座,2019,新宝骏RM-5,2.89,1.5,自动,13,7.98,国六,1,非运营使用性质,公转私产权性质,到店服务看车方式,0,4705/1806/1645,2750,-,1565,涡轮增压,4缸,147,250,汽油,92号,多点电喷,2
沈阳,新宝骏RS-3 2020款 1.5L CVT  24小时在线豪华型,2020,新宝骏RS-3,0.54,1.5,自动,13.6,7.78,国六,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4300/1750/1615,2550,-,1300,自然吸气,4缸,105,135,汽油,92号,多点电喷,1
沈阳,新宝骏RS-3 2020款 1.5L CVT  24小时在线豪华型,2020,新宝骏RS-3,0.54,1.5,自动,9.75,7.78,国六,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4300/1750/1615,2550,-,1300,自然吸气,4缸,105,135,汽油,92号,多点电喷,1
石家,雪佛兰 科沃兹 2016款 1.5L 自动欣享版,2016,雪佛兰,4.1,1.5,自动,9.65,6.3,国五,0,非运营使用性质,公户产权性质,到店服务看车方式,0,4544/1779/1467,2600,405,1225,自然吸气,4缸,113,141,汽油,92号,多点电喷,5
潍坊,雪佛兰 科鲁兹 2015款 1.5L 经典 SE AT,2015,雪佛兰,6.15,1.5,自动,12.9,5.88,国五,1,非运营使用性质,公户产权性质,到店服务看车方式,0,4643/1797/1479,2685,461,1360,自然吸气,4缸,113,141,汽油,92号,多点电喷,6
潍坊,雪佛兰 科鲁兹 2015款 1.5L 经典 SE AT,2015,雪佛兰,6.15,1.5,自动,11.93,5.88,国五,1,非运营使用性质,公户产权性质,到店服务看车方式,0,4643/1797/1479,2685,461,1360,自然吸气,4缸,113,141,汽油,92号,多点电喷,6
厦门,雪佛兰 景程 2012款 1.8 致真版 MT,2012,雪佛兰,9.2,1.8,手动,11.81,1.58,国四,1,非运营使用性质,公户产权性质,到店服务看车方式,0,4820/1807/1450,2700,470,1460,自然吸气,4缸,143,177,汽油,92号,多点电喷,9
青岛,雪佛兰 科帕奇 2015款 2.4L 四驱旗舰版 7座,2015,雪佛兰,4.34,2.4,自动,,8.38,国五,1,非运营使用性质,公户产权性质,到店服务看车方式,0,4690/1868/1756,2707,103-1577,1845,自然吸气,4缸,167,230,汽油,92号,多点电喷,6
青岛,雪佛兰 科帕奇 2015款 2.4L 四驱旗舰版 7座,2015,雪佛兰,4.34,2.4,自动,22.78,8.38,国五,1,非运营使用性质,公户产权性质,到店服务看车方式,0,4690/1868/1756,2707,103-1577,1845,自然吸气,4缸,167,230,汽油,92号,多点电喷,6
苏州,雪佛兰 乐风RV 2018款 1.5L 自动畅行版,2018,雪佛兰,2.61,1.5,自动,73.59,5.18,国五,0,非运营使用性质,公户产权性质,到店服务看车方式,0,4205/1722/1525,2550,308-972,1130,自然吸气,4缸,113,141,汽油,92号,多点电喷,3
苏州,雪佛兰 乐风RV 2018款 1.5L 自动畅行版,2018,雪佛兰,2.61,1.5,自动,9,5.18,国五,0,非运营使用性质,公户产权性质,到店服务看车方式,0,4205/1722/1525,2550,308-972,1130,自然吸气,4缸,113,141,汽油,92号,多点电喷,3
大连,雪佛兰 科沃兹 2019款 320 自动欣享天窗版,2019,雪佛兰,3.07,1.5,自动,9.87,5.9,国五,1,非运营使用性质,公转私产权性质,到店服务看车方式,0,4544/1779/1467,2600,405,1225,自然吸气,4缸,113,141,汽油,92号,多点电喷,2
大连,雪佛兰 科沃兹 2019款 320 自动欣享天窗版,2019,雪佛兰,3.07,1.5,自动,,5.9,国五,1,非运营使用性质,公转私产权性质,到店服务看车方式,0,4544/1779/1467,2600,405,1225,自然吸气,4缸,113,141,汽油,92号,多点电喷,2
西安,雪佛兰 迈锐宝 2014款 2.0L 自动舒适版,2014,雪佛兰,8.48,2,自动,,7.7,国五,1,非运营使用性质,公转私产权性质,到店服务看车方式,0,4869/1854/1472,2737,544,1565,自然吸气,4缸,154,190,汽油,92号,多点电喷,7
西安,雪佛兰 迈锐宝 2014款 2.0L 自动舒适版,2014,雪佛兰,8.48,2,自动,18.44,7.7,国五,1,非运营使用性质,公转私产权性质,到店服务看车方式,0,4869/1854/1472,2737,544,1565,自然吸气,4缸,154,190,汽油,92号,多点电喷,7
南昌,雪佛兰 爱唯欧 2011款 两厢 1.6L AT SX,2011,雪佛兰,8.61,1.6,自动,,2.58,国三,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4039/1735/1517,2525,253,1220,自然吸气,4缸,121,155,汽油,92号,多点电喷,10
南昌,雪佛兰 爱唯欧 2011款 两厢 1.6L AT SX,2011,雪佛兰,8.61,1.6,自动,12.14,2.58,国三,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4039/1735/1517,2525,253,1220,自然吸气,4缸,121,155,汽油,92号,多点电喷,10
太原,雪佛兰 科鲁兹 2018款 两厢 320 自动先锋天窗版,2018,雪佛兰,8.47,1.5,自动,13.56,6.3,国五,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4450/1807/1459,2700,290,1280,自然吸气,4缸,114,146,汽油,92号,直喷,3
福州,雪佛兰 2015款 赛欧3 1.3L AMT理想版,2015,雪佛兰,7.91,1.3,自动,,3.7,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4300/1735/1503,2500,366,1060,自然吸气,4缸,103,127,汽油,92号,多点电喷,6
福州,雪佛兰 2015款 赛欧3 1.3L AMT理想版,2015,雪佛兰,7.91,1.3,自动,7.48,3.7,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4300/1735/1503,2500,366,1060,自然吸气,4缸,103,127,汽油,92号,多点电喷,6
南昌,雪佛兰 2015款 赛欧3 1.5L AMT幸福天窗版,2015,雪佛兰,6.43,1.5,自动,15.62,3.88,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4300/1735/1502,2500,366,1107,自然吸气,4缸,113,141,汽油,92号,多点电喷,6
潍坊,雪佛兰 2015款 赛欧3 1.3L AMT理想版,2015,雪佛兰,8.09,1.3,自动,10.07,3.2,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4300/1735/1503,2500,366,1060,自然吸气,4缸,103,127,汽油,92号,多点电喷,6
盐城,雪佛兰 2015款 赛欧3 1.3L AMT理想版,2015,雪佛兰,3.28,1.3,自动,13.01,3.5,国五,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4300/1735/1503,2500,366,1060,自然吸气,4缸,103,127,汽油,92号,多点电喷,6
福州,雪佛兰 2015款 赛欧3 1.3L AMT理想版,2015,雪佛兰,7.91,1.3,自动,7.48,3.7,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4300/1735/1503,2500,366,1060,自然吸气,4缸,103,127,汽油,92号,多点电喷,6
潍坊,雪佛兰 2015款 赛欧3 1.3L AMT理想版,2015,雪佛兰,8.09,1.3,自动,7.48,3.2,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4300/1735/1503,2500,366,1060,自然吸气,4缸,103,127,汽油,92号,多点电喷,6
南昌,雪佛兰 2015款 赛欧3 1.5L AMT幸福天窗版,2015,雪佛兰,6.43,1.5,自动,8.67,3.88,国五,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4300/1735/1502,2500,366,1107,自然吸气,4缸,113,141,汽油,92号,多点电喷,6
盐城,雪佛兰 2015款 赛欧3 1.3L AMT理想版,2015,雪佛兰,3.28,1.3,自动,7.48,3.5,国五,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4300/1735/1503,2500,366,1060,自然吸气,4缸,103,127,汽油,92号,多点电喷,6
德阳,雪佛兰 赛欧 2010款 三厢 1.2L AMT理想版,2010,雪佛兰,10,1.2,自动,7.25,1.78,国四,2,非运营使用性质,私户产权性质,到店服务看车方式,0,4249/1690/1503,2465,370,1030,自然吸气,4缸,87,115,汽油,92号,多点电喷,11
德阳,雪佛兰 赛欧 2010款 三厢 1.2L AMT理想版,2010,雪佛兰,10,1.2,自动,,1.78,国四,2,非运营使用性质,私户产权性质,到店服务看车方式,0,4249/1690/1503,2465,370,1030,自然吸气,4缸,87,115,汽油,92号,多点电喷,11
佛山,雪佛兰 赛欧 2013款 三厢 1.4L 手动优逸幸福版,2013,雪佛兰,5.29,1.4,手动,,2.4,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4249/1690/1503,2465,370,1092,自然吸气,4缸,103,131,汽油,92号,多点电喷,8
佛山,雪佛兰 赛欧 2013款 三厢 1.4L 手动优逸幸福版,2013,雪佛兰,5.29,1.4,手动,7.64,2.4,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4249/1690/1503,2465,370,1092,自然吸气,4缸,103,131,汽油,92号,多点电喷,8
合肥,雪佛兰 赛欧 2010款 三厢 1.2L AMT理想版,2010,雪佛兰,6,1.2,自动,7.25,2.75,国四,2,非运营使用性质,私户产权性质,到店服务看车方式,0,4249/1690/1503,2465,370,1030,自然吸气,4缸,87,115,汽油,92号,多点电喷,11
合肥,雪佛兰 赛欧 2010款 三厢 1.2L AMT理想版,2010,雪佛兰,6,1.2,自动,,2.75,国四,2,非运营使用性质,私户产权性质,到店服务看车方式,0,4249/1690/1503,2465,370,1030,自然吸气,4缸,87,115,汽油,92号,多点电喷,11
济南,雪佛兰 赛欧 2013款 三厢 1.4L 手动优逸版,2013,雪佛兰,6.2,1.4,手动,,2.09,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4249/1690/1503,2465,370,1092,自然吸气,4缸,103,131,汽油,92号,多点电喷,8
济南,雪佛兰 赛欧 2013款 三厢 1.4L 手动优逸版,2013,雪佛兰,6.2,1.4,手动,7.47,2.09,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4249/1690/1503,2465,370,1092,自然吸气,4缸,103,131,汽油,92号,多点电喷,8
昆明,雪佛兰 赛欧 2013款 三厢 1.4L 手动理想幸福版,2013,雪佛兰,8,1.4,手动,7.21,1.88,国五,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4249/1690/1503,2465,370,1092,自然吸气,4缸,103,131,汽油,92号,多点电喷,8
昆明,雪佛兰 赛欧 2013款 三厢 1.4L 手动理想幸福版,2013,雪佛兰,8,1.4,手动,,1.88,国五,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4249/1690/1503,2465,370,1092,自然吸气,4缸,103,131,汽油,92号,多点电喷,8
石家,雪佛兰 赛欧 2010款 三厢 1.2L 手动时尚版,2010,雪佛兰,6.14,1.2,手动,,2.25,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4249/1690/1503,2465,370,1020,自然吸气,4缸,87,115,汽油,92号,多点电喷,11
苏州,雪佛兰 赛欧 2010款 三厢 1.2L AMT理想版,2010,雪佛兰,4.6,1.2,自动,7.25,2.5,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4249/1690/1503,2465,370,1030,自然吸气,4缸,87,115,汽油,92号,多点电喷,11
苏州,雪佛兰 赛欧 2010款 三厢 1.2L AMT理想版,2010,雪佛兰,4.6,1.2,自动,,2.5,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4249/1690/1503,2465,370,1030,自然吸气,4缸,87,115,汽油,92号,多点电喷,11
潍坊,雪佛兰 赛欧 2013款 三厢 1.2L AMT理想版,2013,雪佛兰,4.65,1.2,自动,,2.4,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4249/1690/1503,2465,370,1050,自然吸气,4缸,87,115,汽油,92号,多点电喷,8
无锡,雪佛兰 赛欧 2013款 三厢 1.4L AMT优逸版,2013,雪佛兰,7.4,1.4,自动,8.23,2.5,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4249/1690/1503,2465,370,1095,自然吸气,4缸,103,131,汽油,92号,多点电喷,8
无锡,雪佛兰 赛欧 2013款 三厢 1.4L AMT优逸版,2013,雪佛兰,7.4,1.4,自动,,2.5,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4249/1690/1503,2465,370,1095,自然吸气,4缸,103,131,汽油,92号,多点电喷,8
潍坊,雪佛兰 赛欧 2013款 三厢 1.2L AMT理想版,2013,雪佛兰,4.65,1.2,自动,7.25,2.4,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4249/1690/1503,2465,370,1050,自然吸气,4缸,87,115,汽油,92号,多点电喷,8
石家,雪佛兰 赛欧 2010款 三厢 1.2L 手动时尚版,2010,雪佛兰,6.14,1.2,手动,6.27,2.25,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4249/1690/1503,2465,370,1020,自然吸气,4缸,87,115,汽油,92号,多点电喷,11
成都,雪佛兰 科鲁兹 2009款 1.6L SE AT,2009,雪佛兰,10,1.6,自动,14.43,1.95,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1400,自然吸气,4缸,117,150,汽油,92号,多点电喷,12
成都,雪佛兰 科鲁兹 2009款 1.6L SE AT,2009,雪佛兰,10,1.6,自动,,1.95,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1400,自然吸气,4缸,117,150,汽油,92号,多点电喷,12
成都,雪佛兰 科鲁兹 2013款 1.6L SE MT,2013,雪佛兰,5.94,1.6,手动,27.12,4.35,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1360,自然吸气,4缸,121,155,汽油,92号,多点电喷,8
大连,雪佛兰 科鲁兹 2013款 1.6L SE MT,2013,雪佛兰,9,1.6,手动,,3.5,国四,3,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1360,自然吸气,4缸,121,155,汽油,92号,多点电喷,8
大连,雪佛兰 科鲁兹 2013款 1.6L SE MT,2013,雪佛兰,9,1.6,手动,13.01,3.5,国四,3,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1360,自然吸气,4缸,121,155,汽油,92号,多点电喷,8
福州,雪佛兰 科鲁兹 2013款 1.6L SE MT,2013,雪佛兰,7.5,1.6,手动,13.01,2.9,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1360,自然吸气,4缸,121,155,汽油,92号,多点电喷,8
福州,雪佛兰 科鲁兹 2013款 1.6L SE MT,2013,雪佛兰,7.5,1.6,手动,,2.9,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1360,自然吸气,4缸,121,155,汽油,92号,多点电喷,8
广州,雪佛兰 科鲁兹 2011款 1.6L SL MT,2011,雪佛兰,15.22,1.6,手动,11.82,2.6,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1360,自然吸气,4缸,117,150,汽油,92号,多点电喷,10
广州,雪佛兰 科鲁兹 2010款 1.6L SL天地版 MT,2010,雪佛兰,17.53,1.6,手动,12.36,2,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1360,自然吸气,4缸,117,150,汽油,92号,多点电喷,11
广州,雪佛兰 科鲁兹 2013款 1.6L SL MT,2013,雪佛兰,11.74,1.6,手动,,2.98,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1360,自然吸气,4缸,121,155,汽油,92号,多点电喷,8
杭州,雪佛兰 科鲁兹 2011款 1.8L SE AT,2011,雪佛兰,13,1.8,自动,,2.88,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1410,自然吸气,4缸,147,177,汽油,92号,多点电喷,10
杭州,雪佛兰 科鲁兹 2011款 1.8L SE AT,2011,雪佛兰,13,1.8,自动,14.86,2.88,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1410,自然吸气,4缸,147,177,汽油,92号,多点电喷,10
合肥,雪佛兰 科鲁兹 2012款 1.6L SE MT,2012,雪佛兰,6,1.6,手动,,3.18,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1360,自然吸气,4缸,117,150,汽油,92号,多点电喷,9
合肥,雪佛兰 科鲁兹 2012款 1.6L SE MT,2012,雪佛兰,6,1.6,手动,13.01,3.18,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1360,自然吸气,4缸,117,150,汽油,92号,多点电喷,9
合肥,雪佛兰 科鲁兹 2013款 1.8L SX AT,2013,雪佛兰,8.9,1.8,自动,,4.29,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1410,自然吸气,4缸,147,177,汽油,92号,多点电喷,8
合肥,雪佛兰 科鲁兹 2013款 1.8L SX AT,2013,雪佛兰,8.9,1.8,自动,16.63,4.29,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1410,自然吸气,4缸,147,177,汽油,92号,多点电喷,8
湖州,雪佛兰 科鲁兹 2011款 1.8L SE AT,2011,雪佛兰,8.24,1.8,自动,13.44,3.1,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1410,自然吸气,4缸,147,177,汽油,92号,多点电喷,10
昆明,雪佛兰 科鲁兹 2013款 1.8L SE AT,2013,雪佛兰,9.82,1.8,自动,,3.8,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1410,自然吸气,4缸,147,177,汽油,92号,多点电喷,8
昆明,雪佛兰 科鲁兹 2013款 1.8L SE AT,2013,雪佛兰,9.82,1.8,自动,14.86,3.8,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1410,自然吸气,4缸,147,177,汽油,92号,多点电喷,8
洛阳,雪佛兰 科鲁兹 2013款 1.6L SE MT,2013,雪佛兰,9.4,1.6,手动,13.01,3.28,国四,2,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1360,自然吸气,4缸,121,155,汽油,92号,多点电喷,8
洛阳,雪佛兰 科鲁兹 2013款 1.6L SE MT,2013,雪佛兰,9.4,1.6,手动,,3.28,国四,2,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1360,自然吸气,4缸,121,155,汽油,92号,多点电喷,8
南昌,雪佛兰 科鲁兹 2010款 1.6L SL天地版 MT,2010,雪佛兰,13,1.6,手动,12.36,2.1,国三,2,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1360,自然吸气,4缸,117,150,汽油,92号,多点电喷,11
南昌,雪佛兰 科鲁兹 2010款 1.6L SL天地版 MT,2010,雪佛兰,13,1.6,手动,,2.1,国三,2,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1360,自然吸气,4缸,117,150,汽油,92号,多点电喷,11
南京,雪佛兰 科鲁兹 2013款 1.6L SL天地版 AT,2013,雪佛兰,10,1.6,自动,,4.2,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1390,自然吸气,4缸,121,155,汽油,92号,多点电喷,8
南京,雪佛兰 科鲁兹 2013款 1.6L SL天地版 AT,2013,雪佛兰,10,1.6,自动,13.88,4.2,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1390,自然吸气,4缸,121,155,汽油,92号,多点电喷,8
南京,雪佛兰 科鲁兹 2012款 1.8L SE AT,2012,雪佛兰,8.44,1.8,自动,31.25,3.5,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1410,自然吸气,4缸,147,177,汽油,92号,多点电喷,9
宁波,雪佛兰 科鲁兹 2011款 1.6L SE AT,2011,雪佛兰,8.51,1.6,自动,14.64,3.88,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1390,自然吸气,4缸,121,155,汽油,92号,多点电喷,10
宁波,雪佛兰 科鲁兹 2011款 1.6L SE AT,2011,雪佛兰,8.51,1.6,自动,,3.88,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1390,自然吸气,4缸,121,155,汽油,92号,多点电喷,10
宁波,雪佛兰 科鲁兹 2012款 1.6L SE AT,2012,雪佛兰,9.6,1.6,自动,14.64,2.9,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1390,自然吸气,4缸,121,155,汽油,92号,多点电喷,9
宁波,雪佛兰 科鲁兹 2012款 1.6L SE AT,2012,雪佛兰,9.6,1.6,自动,,2.9,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1390,自然吸气,4缸,121,155,汽油,92号,多点电喷,9
宁波,雪佛兰 科鲁兹 2012款 1.6L SL天地版 AT,2012,雪佛兰,10.3,1.6,自动,13.88,3.68,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1390,自然吸气,4缸,121,155,汽油,92号,多点电喷,9
宁波,雪佛兰 科鲁兹 2012款 1.6L SL天地版 AT,2012,雪佛兰,10.3,1.6,自动,,3.68,国四,1,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1390,自然吸气,4缸,121,155,汽油,92号,多点电喷,9
厦门,雪佛兰 科鲁兹 2013款 1.6L SE MT,2013,雪佛兰,7.98,1.6,手动,37.97,2.98,国四,0,非运营使用性质,私户产权性质,到店服务看车方式,0,4598/1797/1477,2685,400,1360,自然吸气,4缸,121,155,汽油,92号,多点电喷,8
